nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
112,89,13,2198,846,2,0,53.935137,5.265

1792,17,83,338,24,0,0,74.519943,19.686

1280,51,75,1144,555,2,1,48.25798,19.978

808,86,32,1747,55,1,0,52.07054,6.734

1563,83,65,961,456,1,1,47.607699,8.585

1996,80,80,1740,69,1,1,47.429553,17.2

1993,90,66,1697,117,0,0,56.31318,8.729

583,53,42,1047,152,2,0,54.959612,6.96

438,76,22,669,214,2,0,55.787556,5.412

1874,36,28,1375,138,0,0,55.335668,44.228

1371,43,80,136,44,2,1,65.881111,7.811

729,71,29,1184,153,1,1,46.371631,6.927

250,21,63,2032,656,2,1,51.397817,7.815

1153,24,48,2082,466,1,1,49.961314,56.463

1054,82,59,2116,379,1,0,46.371631,8.067

1345,4,40,2415,378,2,0,53.452201,82.796

550,73,58,2478,611,0,1,51.578996,7.741

1111,5,21,857,166,1,1,54.300035,35.195

519,8,70,1018,190,0,0,62.908328,9.804

523,71,76,1346,99,1,0,48.25798,6.211

1847,84,38,809,183,0,0,63.293531,7.479

331,19,97,1462,29,0,1,61.176804,8.874

580,16,42,1446,560,2,0,54.187073,12.067

319,29,72,2083,82,0,1,54.0996,9.052

1186,20,67,2144,426,0,1,53.912847,66.407

522,53,34,325,161,0,0,72.868782,5.525

1580,26,35,1582,367,2,1,47.607699,74.067

1472,31,75,1085,415,1,0,53.796851,27.587

1193,18,50,1474,310,0,0,60.561141,33.027

1972,29,86,2116,937,1,1,48.09298,136.312

293,90,41,1090,73,0,1,60.851561,5.271

533,40,24,1509,693,0,0,60.996092,8.559

589,12,87,960,132,1,0,57.420946,10.4

207,95,89,166,11,1,0,68.870766,5.204

1462,92,39,841,406,1,0,50.300035,6.448

1556,48,18,571,256,1,0,51.371103,13.501

419,66,62,276,126,2,0,61.251474,5.228

1327,34,33,1126,38,2,1,48.656326,33.782

1815,17,43,1152,573,1,1,47.85034,88.032

626,78,83,679,67,0,0,66.57986,5.606

1783,43,71,2268,375,1,0,51.251408,53.435

456,44,64,507,140,0,1,66.555344,6.341

1966,41,39,451,66,1,0,55.148227,17.653

1406,59,14,1154,418,2,0,50.122577,13.888

1789,88,88,1251,335,2,0,50.611596,8.204

1319,94,83,473,164,1,1,51.598404,5.714

1420,98,45,1742,86,0,1,54.162986,6.888

1727,19,54,589,289,1,0,58.275069,27.747

1802,5,57,1773,175,0,0,60.470437,115.399

1522,76,87,1260,255,0,0,58.813268,9.601

1001,93,39,871,114,1,0,52.972757,5.897

868,67,11,1526,589,2,1,48.006045,10.224

1989,50,42,2385,1015,2,0,46.371631,41.476

1849,45,32,1146,443,0,0,57.880423,28.907

1241,92,57,2319,1087,0,0,53.181468,7.542

1581,21,84,2094,741,2,1,47.355763,109.776

220,52,62,161,26,1,0,71.304495,5.153

1065,9,20,804,391,0,1,64.127489,28.871

1656,38,68,360,113,2,0,58.143847,12.666

1672,46,41,878,52,1,0,51.440023,20.191

128,88,78,1897,447,0,1,59.284318,5.283

355,35,61,972,77,1,1,50.47818,6.865

349,75,30,783,138,2,0,54.602301,5.897

1809,5,97,1066,455,1,1,51.589108,104.855

644,63,79,1844,575,2,0,47.355763,7.921

489,24,98,1827,844,0,1,55.843927,13.488

717,41,75,275,103,0,0,71.618389,6.096

1995,52,42,1456,567,2,1,48.079835,48.985

187,10,37,1081,206,2,1,54.654338,6.089

1734,57,4,597,269,2,1,49.763404,16.151

1302,53,41,703,121,2,0,51.582733,10.775

874,95,25,1911,534,1,0,47.021912,6.611

455,95,23,996,166,1,1,48.248685,5.493

798,53,99,425,34,0,1,74.862521,7.205

1502,30,57,1329,462,1,1,46.371631,36.372

1706,52,92,1818,611,2,1,46.371631,25.9

593,56,58,855,299,1,1,48.730116,7.26

403,67,43,1456,331,1,1,48.006045,6.278

594,99,67,1511,313,2,0,48.834472,5.941

832,72,74,1412,435,0,1,55.827899,8.377

1394,29,3,323,85,2,1,57.228932,15.53

1302,70,36,357,10,2,0,60.781268,6.63

369,73,9,565,30,2,0,58.324058,5.311

1465,34,18,2277,632,1,0,48.25798,48.456

1569,83,50,165,69,1,1,62.772859,5.71

1953,66,61,688,11,0,1,58.387865,16.28

300,37,27,671,145,1,1,54.681649,6.042

298,94,99,2237,337,0,0,59.637933,5.449

1920,13,73,1472,122,2,0,54.187073,84.99

1370,36,83,2472,76,2,1,47.429553,67.083

948,16,59,211,57,2,0,67.067066,7.789

1887,43,31,2119,825,0,0,55.887338,54.597

699,9,88,1442,508,2,0,57.078862,16.772

1740,100,41,793,133,2,1,49.575963,6.439

308,2,75,1945,30,0,0,62.831609,8.85

1402,51,91,1725,487,1,1,48.413685,32.561

1051,46,61,2493,545,1,1,46.371631,29.22

756,24,12,1581,248,0,0,60.748919,15.647

1560,70,78,1450,388,1,1,49.202252,16.984

1618,44,14,747,141,2,0,53.788727,17.952

1272,27,39,1371,559,0,0,60.857886,28.757

1511,32,31,731,159,2,0,49.087096,21.148

1047,28,27,2389,694,1,0,50.769977,33.413

1705,32,54,383,64,0,0,68.556575,15.687

1864,85,9,1020,153,1,0,50.1104,8.434

1836,57,77,408,174,1,1,49.870104,13.747

1192,11,15,2363,806,0,1,54.26845,90.45

993,50,78,1285,335,0,1,57.236388,15.791

1334,74,4,511,97,0,1,63.748384,7.442

337,94,55,287,51,0,1,67.346954,5.104

1992,87,15,1454,96,1,1,47.355763,10.824

434,68,27,525,53,2,0,56.815881,5.398

1435,4,93,1346,430,2,0,58.160579,55.474

1039,85,17,610,231,2,0,52.647031,5.927

1880,49,59,788,13,2,1,48.25798,29.594

1629,32,53,1345,622,2,0,49.150903,38.273

1456,50,96,1791,751,2,0,46.769977,25.444

808,80,31,2192,888,1,0,46.371631,7.558

252,2,15,2373,1125,0,0,58.512316,8.784

463,11,30,1824,471,1,1,50.954742,15.876

1547,2,34,1819,481,2,0,51.242112,88.073

1066,67,83,659,191,2,1,51.38921,8.326

1708,11,44,2377,462,1,0,49.086408,114.171

499,12,92,2365,1035,1,0,51.202252,14.542

874,63,15,693,59,0,1,61.181674,7.69

1678,47,14,2163,457,1,1,48.079835,61.88

840,74,94,382,101,2,0,56.543364,5.73

1068,8,77,967,415,2,1,51.536791,35.383

741,17,68,1058,316,0,0,61.38328,13.358

1256,92,91,187,40,1,0,66.022967,5.34

461,79,99,1689,482,1,0,47.200058,5.924

464,86,18,2246,512,1,0,51.0155,6.072

1584,73,62,1660,390,2,0,48.079835,13.173

1965,20,37,2249,162,0,0,56.161419,115.493

700,93,4,303,86,0,0,74.763233,5.168

1472,65,94,101,18,1,0,76.596934,5.732

838,97,39,1215,554,2,0,48.01534,5.974

1174,51,39,1208,15,2,0,50.665621,14.203

1990,93,66,647,323,0,1,59.579534,6.4

901,58,22,684,245,0,0,65.767461,7.29

265,29,15,501,120,0,1,65.937482,5.664

1136,79,80,920,459,1,0,51.420258,7.003

962,78,51,2162,635,0,1,52.35966,9.587

188,61,75,582,90,1,1,53.232817,5.203

499,45,16,147,12,1,0,71.168073,5.319

1799,53,65,834,265,1,1,48.436126,25.559

1209,36,9,690,213,1,1,48.678767,18.916

1693,28,96,1733,305,2,0,47.607699,61.577

1991,79,54,1511,213,0,0,57.192957,12.473

410,5,94,1347,166,1,1,48.322476,11.961

250,54,28,124,48,2,1,69.838708,5.095

769,92,49,2488,562,2,0,50.079835,6.938

1988,66,81,1945,167,1,1,48.487476,38.306

1779,36,85,1756,49,2,1,47.776549,80.415

915,41,57,1056,66,1,0,54.701414,11.709

877,29,13,464,209,1,1,51.484753,10.853

703,60,77,663,153,2,1,46.371631,7.013

1637,42,45,1191,164,0,1,57.694841,40.629

933,85,50,326,93,1,1,56.303885,5.588

1096,70,53,2132,333,2,1,47.914835,14.389

1975,97,26,1627,72,1,1,46.371631,7.099

1509,47,39,248,97,2,1,57.855788,10.39

1274,79,8,424,80,2,0,55.685339,6.332

1153,63,97,1571,677,0,1,54.161749,15.332

1542,86,6,204,41,2,0,61.363557,5.555

1495,20,27,2219,276,1,1,48.193485,107.467

542,69,8,1652,321,0,0,59.211422,6.49

1769,85,38,1992,342,0,1,50.656326,12.085

294,55,36,989,164,1,1,48.665621,5.861

1642,98,76,702,178,2,1,47.598404,6.242

281,26,59,551,264,1,0,57.903837,5.561

960,53,42,2136,86,0,0,56.650601,15.024

1866,52,51,1318,64,1,1,48.500621,40.822

946,2,30,395,94,0,1,74.892565,16.09

425,58,41,374,68,2,0,59.354133,5.42

1557,76,81,1151,193,2,0,50.999472,9.9

257,24,83,2070,859,2,0,51.208182,6.901

1305,74,93,207,58,2,0,63.505055,5.764

1725,79,95,1810,505,2,1,47.021912,15.309

1998,42,87,1622,261,1,0,47.607699,49.562

1086,92,52,943,94,0,1,57.067817,6.012

891,37,55,592,191,1,0,57.814718,9.377

1359,43,43,342,118,1,0,60.917623,9.63

258,11,39,1380,667,2,0,58.134552,6.78

1232,44,12,1671,17,2,1,48.426831,31.68

845,5,23,1164,21,1,0,53.804755,20.366

1358,45,24,1939,215,0,1,54.871656,40.891

1840,39,55,2362,986,2,0,46.371631,50.674

1876,9,63,1617,132,1,1,49.641146,155.483

1863,36,48,2295,725,1,1,47.429553,107.841

154,2,5,453,179,2,1,63.658235,5.407

625,99,3,964,296,1,1,46.371631,5.471

897,74,35,353,156,2,0,57.232817,5.647

1273,63,81,107,25,1,1,66.807543,5.952

1026,50,78,197,80,2,0,67.216981,6.238

328,72,26,1165,17,0,1,56.313868,5.605

1035,30,5,621,308,0,0,66.014786,11.503

1846,96,69,709,102,0,0,63.453705,6.045

1602,78,62,1804,831,2,0,46.371631,11.306

1524,72,17,1855,277,0,0,56.761576,13.186

1820,88,41,642,23,1,1,48.611596,7.317

1000,11,69,915,326,1,0,53.527496,19.54

1703,86,82,1273,383,1,1,48.079835,9.24

1528,85,95,1876,155,0,1,53.827899,10.126

775,76,16,117,11,1,1,68.670366,5.224

1002,66,89,795,247,1,1,48.362336,8.498

211,19,37,1296,43,2,1,51.433403,6.34

1363,78,71,1686,133,0,1,55.631851,11.281

267,98,73,2111,628,1,0,51.20294,5.499

1709,88,48,2452,842,2,0,46.371631,9.384

1623,92,43,434,9,1,1,50.948122,6.194

605,23,85,1095,36,1,1,49.20294,12.884

1161,93,37,2033,330,0,1,53.631034,7.061

527,85,95,1727,317,1,0,47.607699,5.972

930,39,24,2035,292,0,1,53.346468,26.198

1675,80,55,1160,330,2,1,48.193485,10.774

1077,44,34,1668,226,1,0,51.745502,17.918

807,47,86,1463,495,1,0,52.174895,11.058

775,32,45,507,59,1,1,50.300723,9.776

1825,44,76,1623,555,1,1,47.763404,58.937

1963,69,23,1292,357,0,1,56.834472,21.586

152,30,6,1928,17,1,0,51.582733,5.598

966,72,45,343,35,1,1,54.647031,6.15

831,61,24,1427,513,2,1,49.242801,10.55

624,33,87,490,112,0,1,65.369115,8.285

336,88,44,244,44,1,1,54.113282,5.152

1105,38,88,989,301,1,0,49.375528,14.788

117,32,43,1428,348,1,1,51.779432,5.537

1964,28,13,1788,254,2,0,46.371631,70.056

364,8,39,212,97,1,0,68.857936,5.542

1272,64,37,842,100,1,1,48.591831,11.348

978,44,19,411,23,0,1,64.572424,9.087

876,74,36,1475,506,1,1,48.079835,8.516

1499,78,54,279,23,1,1,54.527005,6.426

1765,27,12,917,65,2,0,51.870104,34.707

1770,57,65,594,104,0,0,62.022072,12.279

1091,64,79,2463,864,0,0,56.497759,13.917

1356,15,94,2041,442,0,0,56.676091,57.726

438,20,53,1477,575,1,1,48.843767,11.119

1011,41,74,896,293,1,1,49.420946,15.547

959,100,37,300,45,0,1,67.526032,5.608

686,47,2,1983,641,2,0,50.916386,11.03

1959,64,33,2125,747,0,1,52.226245,40.717

1136,47,98,1222,486,2,1,48.439008,19.76

487,82,25,229,47,0,0,75.528635,5.132

136,95,46,1061,277,0,0,65.094703,5.105

1553,76,92,1274,504,1,0,48.656326,10.118

1928,9,95,480,6,1,0,61.745171,34.708

1847,55,37,1077,66,0,0,61.099076,20.362

1840,30,4,1801,387,2,1,47.533909,98.925

435,89,49,578,287,1,0,55.965013,5.247

360,30,71,785,314,0,1,60.520235,6.771

1507,73,35,2400,158,1,0,46.371631,15.441

220,51,38,144,62,0,1,80.750255,5.092

618,43,72,473,91,0,0,71.298698,6.453

105,75,7,524,114,2,0,58.229127,5.118

1989,38,95,852,63,2,0,50.18419,31.109

177,36,11,2373,717,1,1,47.429553,6.229

885,100,63,1333,196,0,1,56.91371,6.305

623,70,23,121,51,0,0,73.52867,5.182

1233,67,12,2001,30,0,0,57.009941,13.062

374,42,21,1046,137,1,1,49.355763,6.872

1649,13,13,785,390,0,0,66.969661,36.17

841,98,56,892,440,2,1,49.566668,5.8

1256,77,85,1024,92,2,0,49.494048,7.828

1045,87,24,1927,556,2,0,46.371631,6.745

1229,86,20,1304,159,2,0,48.362336,7.333

1403,45,9,1472,245,2,1,47.021912,33.67

1314,11,14,1709,249,0,0,59.026657,50.592

900,15,18,1116,263,0,0,64.97553,18.162

1436,37,70,155,30,1,1,63.231378,9.396

307,58,26,224,75,0,1,72.591633,5.295

1310,24,52,530,128,0,0,66.984369,16.217

1490,64,48,1805,748,0,0,55.067537,16.804

570,12,97,2414,347,0,0,60.59108,17.474

587,18,75,885,215,0,1,61.221534,11.827

642,86,99,2056,648,0,1,52.23554,6.452

958,74,34,1864,51,0,1,51.242801,9.961

1079,65,66,2424,163,2,0,47.429553,13.715

906,19,96,1479,281,1,1,48.079835,30.583

1831,27,75,2316,404,1,1,46.371631,59.058

735,25,28,1098,47,2,1,49.264553,15.96

1977,21,67,1468,470,2,1,49.484753,117.348

1690,32,70,1476,33,2,0,51.647229,44.086

637,11,91,1221,64,2,0,51.024795,12.987

1217,8,54,2290,952,0,1,52.896291,96.063

321,53,8,2183,300,1,0,48.25798,6.434

1929,31,99,1941,853,2,1,49.407113,114.254

1620,86,57,1647,149,1,1,47.672194,10.165

1794,62,33,587,18,1,1,49.494048,14.446

954,52,74,463,160,1,0,54.541376,7.21

1497,26,53,807,182,2,1,49.335668,36.494

1633,59,31,102,45,1,1,68.437149,6.621

505,14,81,1267,304,0,0,59.225588,9.989

323,24,58,1714,557,2,0,56.541376,7.347

1974,95,40,865,74,2,0,52.772171,6.855

613,84,79,1280,226,1,1,48.769977,7.726

1871,81,81,1327,330,2,0,48.614272,10.455

1429,21,5,813,19,0,1,59.67679,37.842

1188,32,33,992,189,0,1,59.023624,25.883

738,49,58,586,127,2,1,47.932254,7.956

360,64,19,1270,625,1,0,54.3306,5.767

1059,17,44,171,76,2,1,63.915729,9.26

1596,57,11,2133,746,0,1,51.724232,38.241

746,12,82,1922,932,2,0,54.362336,21.808

482,32,80,1043,41,0,0,62.80006,7.54

968,99,60,472,176,0,0,65.556085,5.357

582,39,54,2445,1071,1,0,49.251408,12.381

396,63,74,1680,801,2,0,48.455891,6.164

327,22,36,157,65,1,1,68.59297,5.364

1976,60,10,1663,614,2,1,46.371631,35.175

579,62,77,1278,395,2,1,46.371631,6.71

1757,47,15,309,131,1,1,52.591831,13.789

670,80,48,731,134,0,1,58.546934,5.856

347,86,98,1486,447,0,0,60.801721,5.402

1388,69,65,750,166,0,0,62.540688,8.307

696,97,47,209,79,1,1,55.314732,5.275

1047,74,100,727,361,0,0,67.718993,6.745

1264,75,91,834,303,2,0,49.714248,7.576

1978,81,48,2087,76,1,1,46.371631,14.407

1282,68,42,2394,372,2,0,46.371631,13.306

496,52,6,368,147,0,0,71.801303,5.587

1130,28,11,1543,447,1,1,48.080523,37.506

1126,57,75,1973,634,0,0,54.468885,15.197

1408,40,18,706,350,0,1,62.576328,21.325

209,64,58,614,189,0,0,64.886707,5.195

631,84,80,1645,521,0,0,60.620725,6.123

1518,83,21,1038,258,1,1,47.932254,8.619

1385,85,46,1829,629,0,0,56.371149,9.409

677,40,91,1996,258,0,0,59.677017,12.101

1705,99,11,296,141,0,0,73.610106,5.402

1926,87,96,1169,487,2,0,47.429553,8.637

1025,97,77,177,60,2,0,65.177454,5.218

1953,95,81,257,8,1,1,56.521281,6.003

487,95,59,805,313,1,1,49.041677,5.37

293,71,4,1573,585,1,1,50.0996,5.715

323,59,54,621,94,2,1,49.546086,5.496

408,35,48,2180,620,1,1,48.249373,10.444

999,87,94,2353,150,0,0,56.340583,7.382

881,39,36,864,118,2,0,52.57865,10.265

948,98,100,154,61,2,0,78.098699,5.182

997,67,83,744,129,2,0,57.094532,7.18

1413,8,21,1742,504,1,0,47.420258,61.686

1426,4,61,502,209,1,0,62.323704,23.316

1777,34,87,785,223,1,1,48.843767,39.481

1224,89,14,803,174,1,0,53.404421,6.139

581,99,32,1632,250,0,1,55.453705,5.66

597,31,80,1674,167,0,1,50.90895,14.58

1054,83,11,728,101,1,0,53.606528,6.147

134,46,8,155,5,1,1,72.367618,5.074

896,17,32,514,155,2,1,50.339895,14.083

322,23,13,2338,822,2,1,48.079835,10.049

156,59,11,213,97,2,1,65.845101,5.12

1962,40,73,955,387,1,0,53.743997,31.316

497,71,13,1560,368,1,0,50.43345,6.292

1512,73,35,1609,192,2,1,47.420946,15.587

269,77,67,1122,93,1,0,55.887524,5.388

1578,19,44,1507,394,1,0,49.200058,53.316

261,93,83,1005,347,1,1,50.500621,5.247

1242,31,85,1227,260,2,1,47.607699,34.167

1301,85,59,532,132,1,1,50.208825,6.285

416,95,82,512,79,2,0,57.647042,5.208

352,2,56,1396,397,0,0,62.229617,8.415

1870,88,26,662,79,2,0,51.709378,6.903

599,42,40,2169,448,1,0,46.371631,10.148

1028,81,64,138,40,2,0,70.120941,5.255

1032,79,13,2126,409,2,0,49.073262,8.741

1766,25,85,1031,475,0,0,63.221819,40.618

1274,30,16,2254,514,0,0,56.574618,40.943

347,89,37,655,41,0,0,64.455704,5.212

1192,62,67,591,121,2,1,50.164783,10.011

263,64,99,587,249,2,0,61.011178,5.233

1163,86,94,1119,538,1,1,47.941549,7.415

452,81,36,888,423,0,0,59.936374,5.438

1351,60,90,2360,1096,2,1,47.429553,29.107

365,54,91,1914,433,1,0,47.420946,6.553

1408,32,34,616,247,1,0,54.834472,16.663

1430,7,79,2237,684,1,1,50.18419,129.155

1390,37,20,1457,552,1,1,47.598404,40.934

540,93,93,2123,533,1,0,47.533909,6.075

1080,68,33,1115,239,1,0,51.783169,8.612

991,79,2,1841,291,1,0,51.808492,8.14

272,50,78,1307,348,2,1,50.373825,6.081

1576,23,34,1815,800,2,1,49.932254,89.678

260,64,5,2458,895,2,1,50.079835,6.149

226,24,44,1933,317,0,1,58.416568,7.054

1227,20,14,1625,262,2,0,49.672194,36.05

612,52,14,100,6,1,1,73.308945,5.328

141,60,25,2310,123,1,0,55.193645,5.375

419,48,70,1238,325,2,0,55.292505,6.479

607,100,53,1762,735,0,1,55.834149,5.764

1784,52,36,1598,229,1,1,47.021912,43.625

1639,41,42,828,149,0,0,63.381152,20.43

1006,74,47,958,227,2,0,50.834472,7.031

367,62,45,1957,291,2,0,51.260505,6.398

1601,4,30,1140,31,1,1,50.47331,89.232

891,28,57,400,32,0,0,69.435193,8.433

1525,72,13,1165,162,0,1,56.320488,12.949

941,48,71,524,50,0,1,65.142296,9.279

224,81,25,1236,40,1,1,49.315903,5.323

213,63,82,1874,552,0,0,58.967538,5.476

1577,88,87,2376,772,0,0,57.124829,9.197

1278,5,86,582,117,1,0,61.868117,21.682

1944,47,67,1057,285,0,1,56.235897,40.921

847,62,71,897,329,1,0,51.922959,7.332

1606,91,32,2392,259,1,0,46.371631,8.017

1224,24,70,1969,958,1,0,52.459461,38.698

1927,28,64,1964,737,2,0,49.494048,99.856

1210,49,32,1781,328,2,0,55.240942,19.631

1747,22,36,484,87,1,1,51.723544,33.494

1909,57,98,1232,220,2,0,48.006045,22.794

1669,63,17,688,250,1,1,48.678767,14.326

1725,48,85,711,103,2,0,51.932254,16.892

1549,86,81,667,215,2,1,48.488164,7.208

106,62,45,207,93,2,1,64.73791,5.099

1925,27,71,1415,205,0,1,50.789741,94.967

1995,61,64,1068,199,2,1,47.429553,27.554

1386,42,19,1054,210,1,0,51.558543,19.71

1125,39,45,2293,890,2,1,50.665621,41.376

249,92,60,1830,334,1,1,48.006045,5.437

770,3,2,1928,559,2,1,54.854774,39.74

1215,49,51,2037,179,0,1,53.492061,32.843

344,55,100,2475,59,2,1,71.261064,7.541

1752,5,21,401,139,2,1,56.480106,40.493

1701,17,50,1231,115,2,1,48.591831,83.149

874,15,58,518,162,1,1,51.922142,14.386

1793,88,54,900,85,0,1,59.480934,7.515

797,98,55,1873,240,2,1,46.371631,5.855

515,48,90,459,63,2,1,54.300035,6.205

400,73,24,1868,371,1,1,47.021912,6.32

214,70,41,864,318,2,1,52.656326,5.3

1776,83,9,811,320,0,1,59.074437,8.348

1925,83,17,2245,84,0,1,51.211065,15.779

792,98,64,2414,645,1,1,46.371631,6.575

1777,20,80,576,114,0,0,63.822698,27.477

1003,38,51,252,46,2,0,61.923166,7.129

594,32,52,2348,756,0,1,52.468885,17.623

170,74,51,1061,324,2,0,56.269955,5.206

432,18,17,197,31,0,0,77.10081,5.584

123,49,25,214,88,2,0,69.159385,5.101

1004,44,10,559,81,1,1,51.618017,10.932

1964,59,2,1787,650,0,0,54.760681,29.305

116,79,96,1966,681,0,1,54.650601,5.185

419,14,58,2221,210,0,0,59.641146,11.159

609,86,46,2333,16,0,1,52.730116,6.877

1947,86,91,1096,175,2,0,48.977182,8.606

752,26,70,182,35,0,0,72.969432,6.211

546,2,79,1282,230,2,0,59.331448,12.396

1660,51,51,1324,639,2,1,46.371631,32.828

1737,85,53,982,315,2,1,47.827899,8.802

1477,55,38,476,95,0,0,66.715729,9.537

1785,73,68,2340,297,0,1,52.772859,24.822

1256,19,25,1450,100,0,0,58.107538,34.645

1707,52,14,572,58,1,0,56.424155,13.312

711,96,90,1559,645,0,1,54.36453,5.843

1321,52,99,1576,270,0,1,56.970769,26.547

644,13,72,1324,206,2,0,50.769977,13.441

1076,77,61,1236,131,0,0,61.198557,7.358

239,58,38,566,280,0,0,67.968864,5.202

220,47,50,951,425,0,1,60.172219,5.546

485,57,34,274,30,1,1,56.096551,5.518

1718,57,6,2318,165,1,0,46.371631,28.339

619,59,29,477,172,1,0,56.161046,5.86

397,25,38,2076,581,1,0,56.113044,9.08

709,24,41,2456,122,0,1,51.232817,28.336

840,63,51,2057,111,1,0,48.21325,10.243

1002,74,88,248,94,1,1,55.295325,5.843

588,33,84,475,39,0,0,67.978761,6.781

1921,78,94,657,206,0,0,64.463316,8.166

284,58,75,812,240,0,1,61.078824,5.557

527,80,33,2081,1039,0,0,57.423141,6.289

1975,92,11,1217,350,0,1,51.705641,7.69

1546,40,71,145,14,0,0,77.964951,7.748

624,25,53,624,283,0,0,67.276586,8.005

776,87,99,1164,144,2,0,48.730116,6.028

1445,54,66,1240,415,2,1,48.079835,23.705

714,91,58,2308,706,0,0,56.29431,6.25

1481,17,35,181,48,0,1,71.918399,13.884

1867,31,63,1359,518,2,1,47.598404,76.521

1216,89,29,1875,548,0,1,49.902377,7.685

194,42,63,2032,276,2,0,50.487476,5.801

1477,100,43,1825,282,2,1,46.371631,6.591

1097,68,30,2464,886,0,0,56.407003,13.402

732,4,28,1782,710,1,0,54.980881,22.5

1558,86,72,617,27,1,0,53.073262,6.623

471,14,37,1440,224,1,1,51.618168,12.764

1640,18,75,1683,39,0,1,54.447133,101.01

1856,5,49,1944,771,2,0,48.436126,122.021

1932,20,68,2149,951,1,0,47.607699,105.162

1472,11,10,1917,23,2,1,47.429553,108.231

782,80,56,838,67,2,0,53.150903,5.979

149,15,72,2295,580,1,1,51.242801,6.348

1965,90,59,1197,481,0,0,59.542204,7.503

611,27,92,949,336,2,0,54.916386,8.939

800,95,48,674,269,0,1,58.970769,5.578

393,83,5,817,353,2,1,51.219823,5.466

526,38,71,2260,1036,2,1,47.785844,13.271

724,45,59,220,48,1,0,66.291097,5.79

264,74,25,454,77,1,1,53.350038,5.244

156,76,97,378,188,0,1,71.113442,5.075

726,82,63,1647,316,0,1,56.520923,6.901

1716,44,86,833,73,1,0,50.23554,20.686

1420,86,17,935,265,1,0,47.776549,6.863

132,42,50,1991,665,1,0,53.714937,5.454

322,53,78,576,285,1,1,54.226245,5.757

884,86,79,1216,29,0,1,58.978894,6.589

369,7,73,1035,339,2,0,62.107538,7.747

1080,76,38,1930,888,1,1,48.079835,10.811

1573,36,71,1428,685,0,0,56.468885,33.662

1500,100,36,1925,539,2,0,46.371631,7.068

614,93,77,399,155,2,0,59.411651,5.261

934,74,32,1147,499,0,1,57.165646,7.755

1286,40,79,2453,938,0,0,55.046065,34.319

1829,89,83,475,221,0,0,68.20485,6.218

1826,94,36,2495,279,0,1,51.737377,9.139

1226,2,73,1413,648,2,0,61.978925,44.059

1502,65,86,2480,160,2,0,49.494048,20.94

1388,64,92,2157,517,2,1,47.429553,24.126

1534,83,43,1908,178,2,1,46.371631,10.756

1959,90,96,2345,180,2,0,46.371631,11.005

1129,16,28,471,182,2,1,50.47818,19.153

1536,21,14,363,95,0,0,68.753518,16.177

196,30,37,427,106,1,1,56.472456,5.365

1247,11,82,638,38,2,0,56.760681,21.414

1981,63,67,750,109,1,1,49.177617,19.484

1720,91,8,109,22,2,1,63.870999,5.309

550,54,38,2253,842,0,1,52.812031,10.544

1471,84,30,200,91,1,0,64.272394,5.785

1281,26,52,1080,203,0,1,56.999829,37.426

135,18,40,746,205,0,1,62.942397,5.374

1587,89,91,2494,425,2,1,48.25798,11.455

1290,54,16,1564,119,1,0,49.921454,17.206

934,24,48,1558,621,2,1,51.671023,31.303

741,82,46,2254,306,2,0,46.371631,6.847

1587,81,55,2104,571,0,0,55.564143,10.976

1739,66,77,1485,27,2,1,47.420258,24.252

999,22,99,779,102,1,0,54.329095,14.835

1756,14,54,179,74,1,0,66.595888,13.096

1624,27,45,1230,582,1,1,47.598404,61.343

1018,95,2,399,101,0,0,67.949993,5.319

186,7,26,2432,39,0,1,55.912159,7.697

923,28,18,547,259,1,1,52.976996,12.97

1856,98,83,1006,26,2,1,46.769977,7.445

1680,16,23,1687,825,0,0,57.585324,72.152

1661,69,51,1143,23,2,0,49.680318,12.82

886,38,27,1693,189,0,1,54.662945,22.362

1493,90,3,1026,35,0,0,62.097612,6.526

308,61,92,1604,588,1,1,47.533909,6.11

1748,23,74,2480,276,2,1,46.371631,86.871

1944,64,42,2359,777,0,0,54.45574,30.292

150,91,95,161,31,0,1,85.342069,5.047

1005,54,39,398,56,2,0,57.375528,7.15

886,30,41,488,186,0,0,68.176338,9.054

1370,29,84,146,42,2,1,67.469149,9.645

